customer_id,customer_name,phone,age,age_group,gender
C01192,陈静,13819927858,44,31-45岁,男
C01193,徐洋,13842375136,9,0-12岁,男
C01194,周秀英,13857045823,45,31-45岁,女
C01195,李超,13881274720,34,31-45岁,男
C01196,徐丽,13852127961,31,31-45岁,女
C01197,周霞,13837081924,46,46-60岁,女
C01198,王丽,13890441912,20,19-30岁,男
C01199,徐平,13845041156,15,13-18岁,男
C01200,孙平,13885058162,8,0-12岁,女
C01201,杨霞,13882461154,52,46-60岁,男
C01202,张伟,13819965626,39,31-45岁,男
C01203,李芳,13888537481,70,60岁以上,女
C01204,徐霞,13817865368,32,31-45岁,男
C01205,陈强,13898346994,5,0-12岁,女
C01206,马霞,13898574426,23,19-30岁,女
C01207,黄平,13833498011,43,31-45岁,女
C01208,徐伟,13822127965,58,46-60岁,男
C01209,赵秀英,13835111143,32,31-45岁,男
C01210,陈洋,13842285582,24,19-30岁,男
C01211,赵磊,13837135185,14,13-18岁,女
C01212,马杰,13883285633,43,31-45岁,男
C01213,陈涛,13810673506,19,19-30岁,女
C01214,李芳,13866805825,30,19-30岁,女
C01215,王涛,13880676091,16,13-18岁,男
C01216,黄明,13824807230,50,46-60岁,男
C01217,赵强,13864997273,52,46-60岁,男
C01218,杨平,13868187701,43,31-45岁,女
C01219,王勇,13892693831,50,46-60岁,男
C01220,朱勇,13825329429,48,46-60岁,男
C01221,孙艳,13841229167,53,46-60岁,男
C01222,黄静,13887272797,25,19-30岁,男
C01223,马艳,13811422410,59,46-60岁,男
C01224,吴秀英,13815344364,15,13-18岁,男
C01225,李勇,13855002172,27,19-30岁,女
C01226,刘涛,13855179007,21,19-30岁,女
C01227,李军,13886704723,19,19-30岁,男
C01228,赵磊,13843091545,54,46-60岁,男
C01229,王敏,13818824840,24,19-30岁,女
C01230,张洋,13856116204,41,31-45岁,女
C01231,黄平,13818651773,36,31-45岁,男
C01232,黄磊,13845187795,37,31-45岁,女
C01233,朱丽,13817392545,5,0-12岁,女
C01234,朱勇,13861277947,41,31-45岁,男
C01235,胡霞,13881244732,69,60岁以上,男
C01236,孙勇,13896697998,21,19-30岁,女
C01237,刘丽,13822698868,56,46-60岁,男
C01238,赵超,13836036961,19,19-30岁,女
C01239,赵明,13894336682,35,31-45岁,男
C01240,胡洋,13890846367,30,19-30岁,男
C01241,赵伟,13899929119,28,19-30岁,女
C01242,李杰,13817557495,5,0-12岁,女
C01243,吴涛,13820168347,29,19-30岁,男
C01244,刘强,13892165938,25,19-30岁,女
C01245,周艳,13895346918,9,0-12岁,男
C01246,张芳,13874018072,5,0-12岁,男
C01247,陈明,13881645497,53,46-60岁,男
C01248,周明,13831357727,40,31-45岁,男
C01249,陈秀英,13896279368,20,19-30岁,女
C01250,张敏,13842574235,30,19-30岁,女
C01251,黄静,13873535957,37,31-45岁,女
C01252,胡军,13843816839,5,0-12岁,男
C01253,孙艳,13810046533,50,46-60岁,男
C01254,马杰,13863787233,34,31-45岁,女
C01255,杨芳,13821315763,39,31-45岁,女
C01256,黄芳,13860927022,27,19-30岁,女
C01257,周秀英,13894456307,16,13-18岁,女
C01258,刘艳,13840446636,38,31-45岁,男
C01259,吴洋,13816546481,17,13-18岁,男
C01260,李杰,13827986159,51,46-60岁,男
C01261,吴涛,13828767154,51,46-60岁,女
C01262,马秀英,13855164734,8,0-12岁,男
C01263,陈平,13853143508,13,13-18岁,男
C01264,徐平,13883111989,33,31-45岁,女
C01265,李静,13879649075,65,60岁以上,男
C01266,李杰,13894472007,5,0-12岁,男
C01267,杨勇,13838035379,5,0-12岁,女
C01268,吴艳,13893881877,37,31-45岁,男
C01269,马静,13897613637,23,19-30岁,男
C01270,刘平,13896133883,5,0-12岁,女
C01271,吴杰,13841729959,45,31-45岁,女
C01272,吴芳,13875201654,12,0-12岁,女
C01273,张芳,13854023569,32,31-45岁,男
C01274,王勇,13849859167,23,19-30岁,男
C01275,马明,13851961572,9,0-12岁,女
C01276,吴涛,13880825002,25,19-30岁,女
C01277,王平,13829979963,11,0-12岁,女
C01278,胡超,13884225524,50,46-60岁,男
C01279,王勇,13887953793,42,31-45岁,男
C01280,胡平,13839118952,31,31-45岁,男
C01281,杨丽,13862899102,37,31-45岁,男
C01282,黄平,13865657437,23,19-30岁,女
C01283,孙洋,13818353262,31,31-45岁,男
C01284,周勇,13855674815,27,19-30岁,女
C01285,吴超,13862873607,33,31-45岁,男
C01286,吴明,13850225784,28,19-30岁,女
C01287,孙霞,13880548706,59,46-60岁,男
C01288,陈明,13855734491,41,31-45岁,女
C01289,朱伟,13899456755,49,46-60岁,男
C01290,杨勇,13823346588,42,31-45岁,男
C01291,徐敏,13843177811,30,19-30岁,男
C01292,黄霞,13880604057,40,31-45岁,女
C01293,陈伟,13873495157,56,46-60岁,女
C01294,周明,13892101364,63,60岁以上,男
C01295,陈霞,13851504039,55,46-60岁,女
C01296,周磊,13814527537,27,19-30岁,男
C01297,孙芳,13885727747,59,46-60岁,女
C01298,周明,13841499276,17,13-18岁,女
C01299,王超,13883384555,47,46-60岁,女
C01300,徐平,13861117752,32,31-45岁,女
C01301,马杰,13859925025,36,31-45岁,女
C01302,王磊,13892835222,5,0-12岁,男
C01303,张霞,13828126724,52,46-60岁,女
C01304,孙敏,13890322410,37,31-45岁,女
C01305,刘伟,13853321997,16,13-18岁,男
C01306,赵勇,13870996555,5,0-12岁,男
C01307,黄静,13871026490,33,31-45岁,男
C01308,黄强,13866163248,54,46-60岁,男
C01309,黄超,13853789449,35,31-45岁,男
C01310,马平,13865856492,45,31-45岁,女
C01311,胡明,13875674459,43,31-45岁,女
C01312,朱芳,13888371203,29,19-30岁,女
C01313,孙静,13826875109,33,31-45岁,男
C01314,吴强,13861761722,32,31-45岁,女
C01315,吴勇,13863989400,58,46-60岁,女
C01316,徐明,13819196819,24,19-30岁,女
C01317,吴杰,13820994392,5,0-12岁,男
C01318,杨丽,13877842545,51,46-60岁,男
C01319,赵秀英,13881946851,5,0-12岁,女
C01320,杨秀英,13816781988,45,31-45岁,男
C01321,杨军,13862816027,49,46-60岁,男
C01322,周明,13876543440,33,31-45岁,女
C01323,刘磊,13845394483,48,46-60岁,男
C01324,陈秀英,13873783765,29,19-30岁,女
C01325,陈磊,13843825163,51,46-60岁,女
C01326,陈洋,13868166470,18,13-18岁,女
C01327,孙强,13875236003,16,13-18岁,女
C01328,孙明,13876063064,24,19-30岁,男
C01329,杨明,13884193042,55,46-60岁,男
C01330,杨秀英,13811181709,52,46-60岁,女
C01331,胡军,13854218857,63,60岁以上,男
C01332,陈敏,13870827658,18,13-18岁,男
C01333,周秀英,13864954209,24,19-30岁,男
C01334,黄杰,13866486171,14,13-18岁,男
C01335,朱艳,13845574587,64,60岁以上,女
C01336,马静,13853548160,22,19-30岁,男
C01337,陈芳,13841277763,19,19-30岁,男
C01338,陈娜,13843951845,59,46-60岁,男
C01339,杨涛,13863601354,15,13-18岁,女
C01340,徐军,13838174832,43,31-45岁,女
C01341,孙明,13835813486,23,19-30岁,女
C01342,刘强,13834439919,25,19-30岁,女
C01343,朱秀英,13825486065,37,31-45岁,男
C01344,陈秀英,13871834957,18,13-18岁,女
C01345,孙军,13897089714,31,31-45岁,女
C01346,王敏,13831644945,5,0-12岁,女
C01347,周霞,13859345076,27,19-30岁,男
C01348,刘磊,13848807559,34,31-45岁,女
C01349,张超,13875392574,33,31-45岁,女
C01350,刘磊,13890604990,23,19-30岁,男
C01351,张敏,13828758768,46,46-60岁,男
C01352,黄勇,13849329240,45,31-45岁,女
C01353,孙明,13838336285,65,60岁以上,男
C01354,李静,13886455777,5,0-12岁,男
C01355,张秀英,13887772932,38,31-45岁,男
C01356,胡丽,13869564446,18,13-18岁,男
C01357,黄明,13849334385,41,31-45岁,女
C01358,赵强,13890891564,24,19-30岁,男
C01359,马洋,13846367030,56,46-60岁,男
C01360,杨洋,13813508314,27,19-30岁,女
C01361,徐芳,13832268206,50,46-60岁,女
C01362,胡娜,13881707207,10,0-12岁,女
C01363,徐霞,13851615042,5,0-12岁,女
C01364,刘秀英,13896383658,16,13-18岁,女
C01365,孙芳,13882108653,50,46-60岁,女
C01366,胡丽,13820745305,21,19-30岁,男
C01367,黄丽,13838242211,56,46-60岁,女
C01368,胡芳,13841851501,41,31-45岁,女
C01369,朱杰,13813861969,46,46-60岁,女
C01370,马明,13868204052,30,19-30岁,女
C01371,王洋,13853661122,28,19-30岁,男
C01372,胡芳,13847279450,32,31-45岁,女
C01373,张洋,13811489001,32,31-45岁,女
C01374,周平,13847499186,52,46-60岁,男
C01375,李勇,13867289677,31,31-45岁,男
C01376,陈涛,13829827996,44,31-45岁,女
C01377,徐秀英,13891756785,5,0-12岁,女
C01378,吴明,13855978759,21,19-30岁,女
C01379,胡静,13818384815,27,19-30岁,男
C01380,朱超,13857095507,12,0-12岁,男
C01381,赵军,13856985311,5,0-12岁,女
C01382,刘敏,13825642840,41,31-45岁,女
C01383,杨丽,13876971282,63,60岁以上,女
C01384,孙涛,13838813970,44,31-45岁,女
C01385,徐军,13810669828,14,13-18岁,男
C01386,孙丽,13815644670,43,31-45岁,女
C01387,张勇,13856312235,34,31-45岁,女
C01388,马洋,13879067016,72,60岁以上,男
C01389,周强,13863356077,46,46-60岁,女
C01390,王平,13890893892,47,46-60岁,男
C01391,朱杰,13876832507,42,31-45岁,女
C01392,朱娟,13830634642,24,19-30岁,女
C01393,吴勇,13850659014,24,19-30岁,女
C01394,李杰,13826032322,26,19-30岁,女
C01395,徐敏,13830963208,5,0-12岁,男
C01396,王静,13881697014,29,19-30岁,男
C01397,赵勇,13898672823,34,31-45岁,女
C01398,胡磊,13840724259,43,31-45岁,男
C01399,张军,13830405534,24,19-30岁,男
C01400,黄磊,13828493642,30,19-30岁,女
C01401,赵军,13867958633,14,13-18岁,男
C01402,杨洋,13888486009,44,31-45岁,女
C01403,周霞,13825822308,56,46-60岁,男
C01404,张军,13826208503,55,46-60岁,女
C01405,徐艳,13877041100,30,19-30岁,男
C01406,孙磊,13852711237,15,13-18岁,男
C01407,张敏,13870733542,15,13-18岁,女
C01408,赵洋,13825371754,47,46-60岁,男
C01409,王杰,13865075235,40,31-45岁,女
C01410,徐超,13894618926,40,31-45岁,男
C01411,胡洋,13841459553,19,19-30岁,女
C01412,孙敏,13850675195,37,31-45岁,女
C01413,徐洋,13875335727,26,19-30岁,女
C01414,杨平,13849326560,16,13-18岁,男
C01415,刘磊,13877135207,49,46-60岁,女
C01416,王明,13881419652,37,31-45岁,男
C01417,王涛,13848765615,39,31-45岁,女
C01418,孙平,13873795652,36,31-45岁,女
C01419,杨娟,13815413161,25,19-30岁,男
C01420,孙秀英,13855693744,19,19-30岁,男
C01421,胡明,13856752560,31,31-45岁,女
C01422,马秀英,13864193722,20,19-30岁,女
C01423,马强,13818089363,28,19-30岁,男
C01424,马磊,13860739012,31,31-45岁,女
C01425,徐平,13817674895,66,60岁以上,男
C01426,朱娜,13883292790,26,19-30岁,男
C01427,吴涛,13830731312,37,31-45岁,女
C01428,吴艳,13863171810,35,31-45岁,男
C01429,李霞,13881293705,17,13-18岁,男
C01430,李芳,13816151947,50,46-60岁,男
C01431,朱秀英,13846971490,28,19-30岁,女
C01432,胡超,13859879733,43,31-45岁,女
C01433,刘霞,13854237870,60,46-60岁,女
C01434,吴静,13891593073,25,19-30岁,男
C01435,王勇,13888675264,9,0-12岁,男
C01436,朱超,13887769558,37,31-45岁,女
C01437,赵敏,13861917875,14,13-18岁,男
C01438,徐强,13888566401,27,19-30岁,女
C01439,孙霞,13899894215,23,19-30岁,女
C01440,赵娜,13839764737,36,31-45岁,男
C01441,胡超,13877891677,27,19-30岁,男
C01442,赵芳,13857532946,22,19-30岁,女
C01443,赵静,13855414257,22,19-30岁,女
C01444,吴娟,13858692561,38,31-45岁,女
C01445,赵霞,13867821943,47,46-60岁,男
C01446,张秀英,13816007376,73,60岁以上,男
C01447,赵洋,13841238064,30,19-30岁,女
C01448,孙伟,13822096153,33,31-45岁,男
C01449,黄军,13886109895,29,19-30岁,女
C01450,朱伟,13833704281,33,31-45岁,女
C01451,孙强,13877941120,43,31-45岁,女
C01452,周娜,13819645224,16,13-18岁,女
C01453,张娟,13895246249,50,46-60岁,男
C01454,杨娜,13841701355,39,31-45岁,女
C01455,吴芳,13820133024,43,31-45岁,男
C01456,胡娜,13867911754,41,31-45岁,男
C01457,胡明,13856012460,29,19-30岁,女
C01458,张洋,13824168766,39,31-45岁,男
C01459,黄丽,13815559547,36,31-45岁,男
C01460,马静,13820403686,14,13-18岁,女
C01461,马娟,13853266835,14,13-18岁,男
C01462,杨杰,13833493773,23,19-30岁,女
C01463,赵杰,13860574998,39,31-45岁,女
C01464,黄娜,13846776796,11,0-12岁,女
C01465,徐秀英,13824005071,39,31-45岁,女
C01466,王艳,13837868169,85,60岁以上,女
C01467,李丽,13884225133,5,0-12岁,女
C01468,吴杰,13844573975,73,60岁以上,男
C01469,吴静,13818185868,52,46-60岁,女
C01470,孙磊,13887271920,25,19-30岁,男
C01471,朱伟,13830178957,57,46-60岁,男
C01472,马伟,13857927830,47,46-60岁,男
C01473,陈涛,13845432781,46,46-60岁,女
C01474,徐秀英,13832631211,38,31-45岁,女
C01475,黄秀英,13890449169,32,31-45岁,女
C01476,黄磊,13817275975,20,19-30岁,女
C01477,刘涛,13881352009,42,31-45岁,女
C01478,杨静,13884924401,23,19-30岁,女
C01479,陈强,13897197617,17,13-18岁,女
C01480,胡敏,13896242176,39,31-45岁,男
C01481,张娟,13832335700,5,0-12岁,男
C01482,周伟,13869068860,27,19-30岁,女
C01483,刘强,13879448910,15,13-18岁,女
C01484,李敏,13820962951,5,0-12岁,女
C01485,周芳,13887999804,7,0-12岁,女
C01486,赵平,13888755439,42,31-45岁,女
C01487,徐芳,13853174454,19,19-30岁,男
C01488,刘芳,13820308906,25,19-30岁,女
C01489,黄涛,13891068151,5,0-12岁,男
C01490,刘秀英,13879525055,48,46-60岁,男
C01491,刘芳,13855325924,29,19-30岁,男
C01492,王超,13870858734,38,31-45岁,女
C01493,陈磊,13894284253,46,46-60岁,男
C01494,朱霞,13817663681,20,19-30岁,男
C01495,杨霞,13845131495,24,19-30岁,男
C01496,周勇,13868223072,19,19-30岁,男
C01497,刘洋,13873705415,34,31-45岁,男
C01498,胡静,13869936021,50,46-60岁,男
C01499,徐超,13860857546,45,31-45岁,男
C01500,刘娟,13819383510,46,46-60岁,女
C01501,陈军,13851799405,24,19-30岁,女
C01502,张秀英,13848621058,17,13-18岁,女
C01503,周丽,13893144345,5,0-12岁,男
C01504,徐娟,13815614981,25,19-30岁,女
C01505,吴明,13880959266,44,31-45岁,男
C01506,张艳,13892126330,37,31-45岁,女
C01507,徐杰,13886472174,49,46-60岁,男
C01508,马超,13897125466,34,31-45岁,女
C01509,杨娟,13881119434,10,0-12岁,男
C01510,黄静,13882622541,53,46-60岁,女
C01511,陈杰,13863562857,12,0-12岁,男
C01512,王秀英,13895983972,39,31-45岁,男
C01513,赵磊,13884509420,22,19-30岁,男
C01514,朱磊,13823138847,52,46-60岁,女
C01515,陈静,13813203321,19,19-30岁,女
C01516,马涛,13864322386,43,31-45岁,男
C01517,胡芳,13886375841,21,19-30岁,男
C01518,吴娟,13848674793,63,60岁以上,男
C01519,黄秀英,13831654308,46,46-60岁,女
C01520,吴静,13890678642,53,46-60岁,女
C01521,黄磊,13841745782,29,19-30岁,男
C01522,陈强,13884604078,25,19-30岁,女
C01523,杨娜,13835235581,26,19-30岁,女
C01524,胡涛,13830012387,14,13-18岁,男
C01525,朱艳,13870357523,49,46-60岁,女
C01526,李秀英,13818342724,37,31-45岁,男
C01527,孙强,13835681209,48,46-60岁,男
C01528,张军,13832201233,19,19-30岁,男
C01529,黄平,13841103166,37,31-45岁,男
C01530,周芳,13861932214,19,19-30岁,男
C01531,朱娜,13861412794,33,31-45岁,男
C01532,刘霞,13865786551,53,46-60岁,女
C01533,孙秀英,13842934329,52,46-60岁,女
C01534,刘明,13889371224,9,0-12岁,女
C01535,刘勇,13881732259,60,46-60岁,女
C01536,陈伟,13817484551,63,60岁以上,女
C01537,刘强,13828237852,18,13-18岁,男
C01538,孙敏,13887775232,47,46-60岁,男
C01539,孙明,13827778490,44,31-45岁,男
C01540,胡磊,13891183989,32,31-45岁,女
C01541,孙平,13861279998,53,46-60岁,女
C01542,孙强,13856562325,22,19-30岁,男
C01543,黄磊,13828312569,5,0-12岁,女
C01544,吴勇,13829187416,17,13-18岁,女
C01545,马洋,13828248280,66,60岁以上,女
C01546,黄涛,13814042721,32,31-45岁,女
C01547,吴艳,13810647382,36,31-45岁,男
C01548,陈军,13819681368,28,19-30岁,男
C01549,杨超,13898802469,49,46-60岁,女
C01550,胡明,13846221823,41,31-45岁,男
C01551,赵敏,13899891779,31,31-45岁,男
C01552,马明,13838926534,10,0-12岁,女
C01553,马勇,13847181021,43,31-45岁,男
C01554,胡强,13846416212,43,31-45岁,女
C01555,杨勇,13853359281,42,31-45岁,女
C01556,黄芳,13864949536,25,19-30岁,男
C01557,周磊,13898174994,31,31-45岁,女
C01558,孙静,13817431462,6,0-12岁,男
C01559,张军,13889038002,38,31-45岁,女
C01560,吴霞,13820142054,48,46-60岁,女
C01561,周娟,13823949290,44,31-45岁,女
C01562,陈静,13879829613,18,13-18岁,女
C01563,刘勇,13813912075,30,19-30岁,女
C01564,刘杰,13833841809,56,46-60岁,男
C01565,周磊,13821598574,55,46-60岁,女
C01566,赵秀英,13885485976,38,31-45岁,女
C01567,徐勇,13876716264,41,31-45岁,女
C01568,陈明,13834239071,59,46-60岁,男
C01569,孙明,13848834515,47,46-60岁,女
C01570,赵丽,13860087222,35,31-45岁,男
C01571,孙艳,13895931974,5,0-12岁,女
C01572,王静,13877779427,12,0-12岁,男
C01573,孙秀英,13894014727,13,13-18岁,女
C01574,赵丽,13838037558,31,31-45岁,女
C01575,胡秀英,13897951581,35,31-45岁,女
C01576,徐芳,13811323838,53,46-60岁,男
C01577,吴芳,13882133835,36,31-45岁,男
C01578,朱娜,13851347833,15,13-18岁,女
C01579,朱芳,13829636153,15,13-18岁,男
C01580,马伟,13818894061,70,60岁以上,男
C01581,黄静,13891018379,9,0-12岁,男
C01582,朱磊,13820675223,65,60岁以上,女
C01583,李静,13833623224,21,19-30岁,女
C01584,张强,13867919073,36,31-45岁,男
C01585,吴涛,13816861356,39,31-45岁,女
C01586,杨芳,13856475418,60,46-60岁,女
C01587,周平,13837395784,34,31-45岁,男
C01588,胡明,13818773870,9,0-12岁,男
C01589,徐明,13836861233,30,19-30岁,女
C01590,张伟,13833743272,33,31-45岁,女
C01591,吴秀英,13842913488,12,0-12岁,男
C01592,黄伟,13856907121,52,46-60岁,女
C01593,张超,13864098869,41,31-45岁,女
C01594,孙军,13870174384,30,19-30岁,男
C01595,吴洋,13898978756,22,19-30岁,女
C01596,张超,13867554602,23,19-30岁,男
C01597,朱娟,13845813762,52,46-60岁,女
C01598,马丽,13815728705,28,19-30岁,男
C01599,李敏,13847401358,49,46-60岁,女
C01600,吴静,13827212349,13,13-18岁,女
C01601,刘强,13862469384,19,19-30岁,女
C01602,周超,13835771091,34,31-45岁,女
C01603,陈艳,13891282075,31,31-45岁,男
C01604,陈杰,13891687861,5,0-12岁,男
C01605,李艳,13878001597,46,46-60岁,女
C01606,黄涛,13897056622,28,19-30岁,女
C01607,周磊,13867801716,43,31-45岁,女
C01608,孙磊,13850861665,26,19-30岁,女
C01609,陈娜,13823635508,43,31-45岁,男
C01610,徐芳,13864638233,39,31-45岁,女
C01611,李杰,13872568258,39,31-45岁,女
C01612,黄杰,13897807554,23,19-30岁,男
C01613,吴明,13857987605,44,31-45岁,男
C01614,张伟,13839861400,18,13-18岁,男
C01615,孙丽,13855435298,46,46-60岁,女
C01616,李明,13858332353,36,31-45岁,男
C01617,朱娟,13839341022,48,46-60岁,男
C01618,徐勇,13899401804,36,31-45岁,男
C01619,周敏,13846718292,40,31-45岁,男
C01620,胡超,13830989444,25,19-30岁,女
C01621,胡芳,13894937691,47,46-60岁,男
C01622,刘强,13850054241,48,46-60岁,女
C01623,胡霞,13869206260,58,46-60岁,女
C01624,赵军,13854096783,30,19-30岁,男
C01625,张娜,13878433433,9,0-12岁,女
C01626,徐军,13820796322,46,46-60岁,男
C01627,胡秀英,13872146006,49,46-60岁,女
C01628,周芳,13897919705,42,31-45岁,男
C01629,王勇,13836535864,7,0-12岁,女
C01630,张强,13842848740,25,19-30岁,女
C01631,周静,13817894475,21,19-30岁,男
C01632,马杰,13823091864,56,46-60岁,女
C01633,胡娜,13822318959,39,31-45岁,女
C01634,陈丽,13875818705,57,46-60岁,男
C01635,周磊,13819462834,45,31-45岁,女
C01636,周杰,13859442308,28,19-30岁,女
C01637,徐秀英,13849332439,47,46-60岁,女
C01638,杨杰,13854801055,15,13-18岁,女
C01639,马静,13899341966,7,0-12岁,男
C01640,马娜,13811094632,18,13-18岁,女
C01641,吴艳,13829151556,18,13-18岁,男
C01642,张敏,13811043047,20,19-30岁,女
C01643,黄磊,13898377382,40,31-45岁,男
C01644,朱娜,13875961783,39,31-45岁,女
C01645,杨平,13832619572,69,60岁以上,女
C01646,马平,13812387843,9,0-12岁,男
C01647,周杰,13826673691,31,31-45岁,女
C01648,马勇,13829962425,44,31-45岁,女
C01649,张军,13824902224,14,13-18岁,女
C01650,马涛,13840648804,31,31-45岁,女
C01651,赵磊,13826461440,31,31-45岁,女
C01652,杨秀英,13833677696,52,46-60岁,女
C01653,黄娟,13842623107,27,19-30岁,男
C01654,王霞,13853206938,27,19-30岁,女
C01655,徐杰,13832116539,75,60岁以上,女
C01656,李平,13826898727,64,60岁以上,女
C01657,陈磊,13855212124,57,46-60岁,男
C01658,孙娜,13866412129,42,31-45岁,男
C01659,李军,13873317035,62,60岁以上,女
C01660,王杰,13875239111,5,0-12岁,女
C01661,孙静,13899741539,5,0-12岁,女
C01662,孙杰,13866153956,18,13-18岁,女
C01663,杨艳,13874603170,9,0-12岁,女
C01664,李娜,13826167458,59,46-60岁,男
C01665,张洋,13882974203,53,46-60岁,女
C01666,赵艳,13818899984,45,31-45岁,女
C01667,马军,13818019234,44,31-45岁,女
C01668,李静,13843499005,44,31-45岁,男
C01669,李丽,13815834377,35,31-45岁,男
C01670,黄涛,13871968083,22,19-30岁,女
C01671,吴秀英,13877729490,59,46-60岁,女
C01672,吴娟,13817885945,7,0-12岁,男
C01673,李伟,13834927745,11,0-12岁,男
C01674,李艳,13852403322,5,0-12岁,女
C01675,吴娜,13820986247,9,0-12岁,男
C01676,周平,13856636909,49,46-60岁,女
C01677,马勇,13891633070,24,19-30岁,女
C01678,朱杰,13890013191,47,46-60岁,男
C01679,张洋,13838463463,26,19-30岁,男
C01680,黄杰,13859225392,6,0-12岁,男
C01681,马娜,13875214227,33,31-45岁,男
C01682,孙秀英,13830241329,10,0-12岁,男
C01683,胡磊,13833174621,47,46-60岁,男
C01684,周超,13835118842,34,31-45岁,女
C01685,王杰,13863932293,51,46-60岁,女
C01686,王静,13841758849,33,31-45岁,女
C01687,陈洋,13894449210,5,0-12岁,女
C01688,陈明,13862559414,84,60岁以上,女
C01689,王娜,13853236773,22,19-30岁,女
C01690,王娟,13828858060,57,46-60岁,男
C01691,陈娟,13877918171,12,0-12岁,女
C01692,陈明,13818696166,62,60岁以上,女
C01693,马娜,13896275947,31,31-45岁,女
C01694,杨军,13877947524,38,31-45岁,男
C01695,刘明,13899597553,59,46-60岁,男
C01696,周平,13876943873,53,46-60岁,男
C01697,刘涛,13812443625,34,31-45岁,女
C01698,李静,13887379333,46,46-60岁,女
C01699,陈伟,13839608325,36,31-45岁,男
C01700,黄勇,13843749847,24,19-30岁,女
C01701,朱平,13861226387,5,0-12岁,女
C01702,黄勇,13886318226,11,0-12岁,女
C01703,赵勇,13884132312,36,31-45岁,女
C01704,黄平,13866465945,35,31-45岁,男
C01705,王洋,13863905083,60,46-60岁,男
C01706,杨平,13819415023,13,13-18岁,女
C01707,孙强,13827259853,19,19-30岁,女
C01708,赵勇,13869854414,25,19-30岁,女
C01709,王杰,13869023709,52,46-60岁,女
C01710,杨洋,13895297722,28,19-30岁,女
C01711,孙明,13858902648,25,19-30岁,男
C01712,周磊,13831305366,46,46-60岁,女
C01713,杨杰,13872655136,22,19-30岁,男
C01714,陈杰,13836898190,20,19-30岁,女
C01715,杨敏,13869388999,28,19-30岁,女
C01716,胡霞,13846214683,44,31-45岁,女
C01717,刘霞,13826455512,32,31-45岁,男
C01718,吴丽,13868744688,80,60岁以上,男
C01719,徐秀英,13875078819,65,60岁以上,女
C01720,张涛,13836536611,65,60岁以上,男
C01721,孙强,13869126130,27,19-30岁,女
C01722,赵洋,13874492725,46,46-60岁,男
C01723,朱娜,13822329808,53,46-60岁,女
C01724,朱娟,13884465616,47,46-60岁,女
C01725,徐明,13892051256,38,31-45岁,男
C01726,王洋,13824235953,30,19-30岁,男
C01727,刘军,13877666302,70,60岁以上,男
C01728,徐静,13823063402,17,13-18岁,女
C01729,孙娟,13826952907,31,31-45岁,男
C01730,马杰,13820192403,35,31-45岁,男
C01731,李涛,13838258464,47,46-60岁,女
C01732,周明,13881957720,80,60岁以上,男
C01733,周杰,13827894036,55,46-60岁,男
C01734,吴超,13858386872,5,0-12岁,女
C01735,胡娟,13811048433,32,31-45岁,女
C01736,吴芳,13853485390,5,0-12岁,女
C01737,马艳,13853944534,30,19-30岁,男
C01738,孙秀英,13874752774,31,31-45岁,男
C01739,周娜,13814461108,46,46-60岁,男
C01740,李磊,13869315053,66,60岁以上,女
C01741,徐艳,13894698741,25,19-30岁,男
C01742,王平,13835133801,5,0-12岁,男
C01743,张霞,13872291364,18,13-18岁,女
C01744,徐杰,13869588436,43,31-45岁,女
C01745,马勇,13811794873,28,19-30岁,女
C01746,马娟,13821861773,72,60岁以上,女
C01747,李伟,13862026344,30,19-30岁,男
C01748,李军,13811171481,26,19-30岁,男
C01749,刘超,13875331243,36,31-45岁,男
C01750,孙超,13818656329,58,46-60岁,女
C01751,吴霞,13843804770,54,46-60岁,男
C01752,孙霞,13828796372,53,46-60岁,女
C01753,刘涛,13827548378,30,19-30岁,男
C01754,杨杰,13847566392,50,46-60岁,女
C01755,赵霞,13858033377,27,19-30岁,男
C01756,孙超,13841824160,20,19-30岁,女
C01757,王艳,13836488313,56,46-60岁,女
C01758,张明,13863088407,72,60岁以上,女
C01759,李洋,13889869462,15,13-18岁,女
C01760,黄娜,13867696733,37,31-45岁,男
C01761,李静,13853822785,24,19-30岁,女
C01762,杨洋,13887271295,8,0-12岁,女
C01763,杨涛,13813248952,30,19-30岁,女
C01764,马强,13819864118,38,31-45岁,女
C01765,吴明,13813648769,25,19-30岁,女
C01766,杨明,13889394081,28,19-30岁,女
C01767,李涛,13839333829,28,19-30岁,女
C01768,孙涛,13860062559,5,0-12岁,女
C01769,杨娜,13826909282,36,31-45岁,女
C01770,陈芳,13853022088,29,19-30岁,女
C01771,马敏,13893782597,43,31-45岁,男
C01772,张勇,13836709431,30,19-30岁,女
C01773,徐敏,13857255300,23,19-30岁,男
C01774,徐丽,13880027131,54,46-60岁,女
C01775,胡磊,13833355321,10,0-12岁,男
C01776,吴丽,13839851559,15,13-18岁,男
C01777,吴丽,13812569768,20,19-30岁,女
C01778,杨秀英,13810379652,69,60岁以上,男
C01779,黄涛,13886006167,12,0-12岁,男
C01780,刘杰,13851517411,44,31-45岁,女
C01781,徐丽,13878893096,12,0-12岁,女
C01782,王娟,13834605529,34,31-45岁,女
C01783,黄伟,13855156692,31,31-45岁,女
C01784,孙平,13859396563,16,13-18岁,女
C01785,胡强,13819768345,25,19-30岁,男
C01786,赵霞,13821935512,50,46-60岁,男
C01787,黄杰,13816364775,24,19-30岁,男
